id,user_id,review_id,value,time
502,6,784,-1,2022-11-03
503,27,347,1,2023-03-26
504,20,385,-1,2022-07-17
505,43,572,-1,2022-08-31
506,49,725,-1,2023-05-18
507,13,356,-1,2022-09-17
508,50,907,-1,2023-03-12
509,4,201,1,2023-03-28
510,17,99,1,2022-12-07
511,16,310,1,2023-03-06
512,18,563,-1,2022-06-07
513,39,289,1,2023-03-23
514,45,161,1,2022-12-10
515,14,238,-1,2022-10-28
516,42,760,1,2022-10-13
517,34,827,1,2023-01-01
518,29,96,1,2022-08-16
519,24,294,1,2023-04-29
520,25,273,-1,2022-08-25
521,9,172,-1,2023-03-26
522,40,487,1,2022-12-24
523,11,115,-1,2022-12-16
524,16,226,1,2022-12-09
525,47,890,-1,2023-04-19
526,26,534,-1,2022-10-17
527,29,367,-1,2022-08-31
528,37,864,-1,2023-03-19
529,13,123,1,2022-09-09
530,49,303,1,2022-06-07
531,39,928,-1,2023-01-22
532,47,963,-1,2022-06-19
533,5,442,1,2022-12-07
534,49,998,1,2023-05-17
535,49,352,-1,2022-12-23
536,24,183,1,2023-01-17
537,24,693,-1,2022-08-08
538,50,992,1,2023-01-30
539,33,114,1,2023-04-18
540,2,637,-1,2022-10-10
541,44,271,1,2022-06-27
542,19,57,-1,2023-02-13
543,32,894,1,2022-06-04
544,49,199,1,2022-11-16
545,28,607,-1,2022-10-13
546,21,207,-1,2022-09-01
547,25,588,-1,2023-02-14
548,42,469,1,2023-02-10
549,33,396,1,2022-08-04
550,28,923,-1,2023-03-11
551,21,214,-1,2022-07-03
552,44,221,1,2023-01-26
553,45,155,1,2022-10-01
554,22,740,1,2022-08-13
555,15,233,1,2023-03-21
556,36,1,1,2022-06-25
557,32,262,-1,2023-01-10
558,43,715,-1,2022-12-15
559,13,740,-1,2022-09-18
560,31,560,1,2022-08-02
561,8,612,1,2023-04-05
562,32,688,1,2022-08-01
563,45,217,1,2022-08-10
564,16,501,1,2022-09-28
565,23,392,1,2022-10-02
566,41,769,-1,2022-07-26
567,43,1,1,2022-11-15
568,32,125,-1,2022-11-24
569,23,146,-1,2022-09-21
570,31,847,1,2022-05-28
571,13,755,1,2023-01-31
572,27,848,1,2023-02-27
573,2,41,1,2022-06-02
574,12,462,1,2022-06-04
575,33,627,1,2022-08-01
576,35,323,1,2022-08-15
577,44,705,-1,2022-12-16
578,24,583,1,2022-06-15
579,20,447,-1,2023-02-28
580,23,552,1,2022-09-13
581,47,953,1,2022-07-08
582,15,347,-1,2022-08-30
583,48,296,1,2023-05-08
584,21,376,-1,2022-07-12
585,10,867,1,2022-06-23
586,25,388,-1,2023-03-31
587,30,40,-1,2022-12-12
588,38,48,1,2022-06-05
589,27,222,1,2023-03-09
590,27,767,1,2022-07-11
591,39,330,-1,2023-01-28
592,5,994,1,2023-01-31
593,12,9,1,2022-05-29
594,44,921,-1,2022-11-10
595,21,420,-1,2023-05-11
596,16,545,1,2022-10-01
597,39,951,-1,2022-09-22
598,41,840,1,2023-01-12
599,5,38,1,2022-12-02
600,3,284,-1,2022-09-16
601,37,509,-1,2023-03-13
602,38,800,1,2023-02-11
603,43,362,-1,2022-08-18
604,50,820,1,2022-11-11
605,44,733,1,2023-01-12
606,23,935,1,2022-06-29
607,12,463,-1,2022-07-16
608,16,754,-1,2022-10-12
609,6,409,-1,2023-02-04
610,15,666,-1,2023-01-17
611,28,72,-1,2023-05-17
612,30,350,1,2022-11-14
613,33,134,-1,2022-09-23
614,2,577,-1,2023-02-17
615,11,259,-1,2022-12-10
616,27,332,1,2023-03-04
617,16,898,1,2022-10-18
618,33,285,-1,2023-05-11
619,44,195,1,2022-08-22
620,5,753,1,2022-09-15
621,45,555,1,2022-12-04
622,30,413,1,2022-10-06
623,9,475,-1,2023-01-10
624,15,60,1,2022-08-27
625,40,418,1,2022-09-23
626,37,94,-1,2023-01-27
627,25,698,1,2023-03-18
628,29,55,-1,2023-04-19
629,17,579,-1,2023-05-20
630,48,512,-1,2022-07-25
631,20,940,1,2023-02-17
632,37,606,1,2023-02-11
633,12,838,-1,2022-09-14
634,40,346,1,2022-08-15
635,26,959,1,2023-01-12
636,18,223,1,2023-04-05
637,3,987,1,2023-04-02
638,5,2,-1,2023-02-02
639,48,850,1,2022-07-03
640,3,686,1,2023-05-06
641,22,758,1,2023-03-25
642,31,168,1,2023-01-08
643,48,351,-1,2022-10-09
644,41,275,1,2022-07-06
645,40,126,-1,2023-03-29
646,35,40,1,2022-08-25
647,41,295,-1,2022-07-14
648,29,515,1,2022-11-19
649,46,109,-1,2023-04-16
650,23,298,-1,2023-01-10
651,25,915,-1,2022-07-19
652,27,401,-1,2023-04-18
653,32,575,-1,2022-08-01
654,31,78,-1,2023-04-21
655,17,894,-1,2022-12-01
656,7,336,1,2023-04-24
657,9,738,1,2023-04-07
658,39,82,1,2022-11-08
659,4,720,-1,2022-12-05
660,21,800,1,2022-11-28
661,35,846,-1,2022-08-24
662,20,522,1,2022-11-06
663,45,380,-1,2023-03-25
664,48,649,-1,2022-10-28
665,28,647,-1,2023-04-13
666,7,349,1,2023-05-02
667,44,199,-1,2023-02-07
668,44,183,1,2022-10-05
669,9,11,1,2022-08-07
670,16,794,-1,2022-07-19
671,6,478,1,2022-07-04
672,27,169,1,2022-11-19
673,41,726,1,2022-05-30
674,49,477,1,2023-02-22
675,35,301,1,2022-06-10
676,50,782,1,2022-08-02
677,34,504,-1,2022-06-28
678,48,756,-1,2022-08-21
679,9,904,1,2022-11-27
680,3,28,1,2022-08-03
681,30,199,-1,2023-02-04
682,30,91,1,2023-05-19
683,5,469,-1,2022-11-13
684,2,299,1,2023-05-03
685,24,607,-1,2023-02-01
686,22,572,1,2022-12-05
687,13,182,-1,2023-04-12
688,4,77,-1,2023-03-19
689,20,880,1,2022-06-27
690,48,269,-1,2022-07-03
691,21,568,1,2022-12-09
692,30,973,1,2023-02-28
693,19,988,-1,2022-06-22
694,42,288,1,2022-06-30
695,44,406,1,2022-06-09
696,3,926,-1,2023-05-18
697,25,745,1,2022-08-01
698,29,429,1,2022-05-30
699,2,766,-1,2022-10-19
700,34,898,-1,2022-10-05
701,5,110,-1,2023-01-06
702,19,591,1,2022-07-28
703,37,840,1,2023-04-30
704,26,769,1,2022-07-23
705,44,554,1,2023-03-23
706,26,638,1,2023-03-02
707,10,191,-1,2022-08-15
708,18,81,1,2022-08-26
709,25,295,-1,2022-12-01
710,22,944,1,2022-12-19
711,24,202,1,2023-03-22
712,9,26,1,2023-01-22
713,19,126,-1,2023-03-17
714,3,305,1,2022-09-03
715,43,870,1,2023-03-18
716,48,39,1,2022-09-13
717,43,992,1,2022-09-18
718,45,71,-1,2023-04-20
719,7,706,-1,2022-12-31
720,50,928,-1,2023-02-16
721,6,345,1,2023-01-06
722,8,822,-1,2022-06-04
723,14,23,-1,2023-04-22
724,19,549,-1,2023-03-01
725,39,530,-1,2023-05-10
726,1,934,-1,2022-12-30
727,42,406,-1,2023-02-24
728,38,782,1,2022-08-15
729,40,583,-1,2023-01-17
730,47,503,1,2023-01-28
731,49,648,-1,2022-07-08
732,37,467,-1,2022-11-27
733,13,945,-1,2022-08-01
734,2,668,1,2023-05-06
735,19,442,-1,2023-03-12
736,15,391,1,2022-08-11
737,9,414,-1,2022-09-10
738,19,512,-1,2022-09-27
739,18,333,-1,2023-04-18
740,7,521,1,2022-10-11
741,36,157,-1,2022-09-30
742,4,311,1,2022-08-11
743,47,59,1,2022-06-05
744,41,29,-1,2022-10-21
745,30,169,1,2022-11-15
746,11,988,-1,2022-08-04
747,28,215,1,2023-02-26
748,10,53,1,2022-06-07
749,44,753,1,2022-09-03
750,34,767,1,2022-12-28
751,34,58,1,2023-04-23
752,42,381,1,2022-12-05
753,44,501,-1,2022-05-24
754,16,151,-1,2023-03-11
755,34,610,1,2022-11-02
756,45,608,1,2023-05-04
757,49,334,-1,2023-02-14
758,13,373,1,2022-06-04
759,47,144,-1,2022-07-16
760,33,463,-1,2022-09-07
761,4,27,1,2023-04-11
762,39,126,1,2023-05-03
763,28,740,-1,2022-07-24
764,17,580,1,2022-10-20
765,25,491,1,2023-04-17
766,15,759,1,2022-05-26
767,42,72,1,2022-12-24
768,8,29,1,2023-04-06
769,43,544,1,2023-05-11
770,26,927,1,2022-06-20
771,48,644,1,2022-06-24
772,12,787,-1,2023-04-07
773,46,681,1,2023-05-09
774,19,932,-1,2022-08-30
775,29,758,-1,2022-06-03
776,7,98,1,2022-06-07
777,2,698,1,2022-07-20
778,38,403,1,2023-04-15
779,37,342,1,2023-01-12
780,10,504,1,2022-05-22
781,42,422,-1,2022-07-22
782,15,268,-1,2022-07-27
783,20,746,1,2022-10-03
784,50,687,-1,2022-10-14
785,10,642,1,2022-05-26
786,5,680,1,2022-11-06
787,13,136,1,2022-06-20
788,43,311,1,2022-10-18
789,19,522,-1,2022-06-19
790,36,495,1,2022-09-11
791,13,105,-1,2022-07-12
792,45,923,-1,2022-10-17
793,6,372,1,2022-12-11
794,20,43,-1,2023-03-11
795,4,619,-1,2022-10-07
796,38,665,-1,2023-04-23
797,4,372,-1,2022-09-14
798,9,763,-1,2022-08-24
799,35,753,1,2022-10-20
800,50,519,1,2023-04-29
801,20,449,-1,2022-12-08
802,50,361,1,2023-01-31
803,11,568,1,2022-06-05
804,34,156,1,2022-06-21
805,42,463,-1,2023-02-27
806,35,683,-1,2023-05-10
807,26,734,1,2023-04-17
808,6,872,1,2022-09-22
809,33,240,-1,2023-01-19
810,24,867,1,2023-04-09
811,8,225,1,2022-10-17
812,18,525,1,2022-05-24
813,12,950,-1,2023-03-12
814,8,71,-1,2023-02-17
815,7,651,-1,2022-10-19
816,20,202,1,2023-04-16
817,39,788,-1,2022-11-09
818,24,673,1,2023-04-25
819,3,473,-1,2023-03-05
820,13,843,1,2022-09-13
821,50,442,1,2023-05-03
822,7,965,-1,2022-09-16
823,5,141,1,2022-07-21
824,45,201,-1,2022-12-15
825,19,239,1,2022-10-14
826,1,452,-1,2022-08-10
827,47,66,1,2022-09-08
828,38,770,-1,2023-03-31
829,29,44,1,2022-09-20
830,31,862,1,2022-06-01
831,27,237,1,2023-04-28
832,26,254,1,2022-08-29
833,44,996,1,2022-06-04
834,1,686,1,2023-03-13
835,33,381,-1,2022-09-13
836,2,176,-1,2022-05-30
837,1,357,1,2023-01-01
838,38,905,-1,2022-07-05
839,36,861,-1,2023-04-11
840,27,394,1,2023-04-13
841,18,440,-1,2023-01-15
842,33,217,1,2023-04-02
843,16,529,-1,2022-10-12
844,31,636,1,2023-01-29
845,13,411,-1,2022-08-23
846,37,145,-1,2022-12-20
847,49,51,-1,2022-07-14
848,44,988,1,2022-08-03
849,46,20,1,2023-02-02
850,2,116,-1,2022-06-09
851,23,420,1,2022-09-13
852,43,663,-1,2023-05-14
853,3,845,1,2023-04-04
854,3,669,-1,2023-01-12
855,18,225,-1,2022-06-10
856,38,88,1,2022-11-20
857,21,530,1,2022-12-12
858,3,84,1,2022-06-26
859,17,605,1,2022-07-17
860,26,364,1,2023-05-06
861,13,390,1,2022-06-30
862,46,462,1,2023-05-07
863,9,717,-1,2022-11-02
864,48,88,-1,2022-11-27
865,17,571,-1,2022-12-23
866,24,331,1,2023-04-18
867,33,794,1,2023-01-12
868,49,325,-1,2023-02-24
869,43,415,1,2023-03-11
870,43,770,-1,2022-12-16
871,40,588,1,2022-06-04
872,42,54,-1,2022-06-08
873,37,232,1,2023-01-23
874,9,777,-1,2022-10-28
875,37,267,-1,2022-09-11
876,15,421,1,2023-03-05
877,25,467,-1,2022-10-21
878,11,217,-1,2022-06-26
879,14,312,-1,2023-01-14
880,13,433,-1,2022-06-19
881,50,714,1,2022-07-12
882,9,648,1,2023-02-15
883,14,536,1,2022-09-14
884,21,375,1,2022-10-11
885,42,328,-1,2023-01-08
886,7,384,1,2023-04-12
887,49,36,-1,2023-04-13
888,43,175,-1,2022-07-07
889,34,724,1,2022-07-16
890,11,787,-1,2022-11-17
891,44,178,-1,2022-11-11
892,47,365,-1,2022-07-28
893,17,328,1,2022-06-04
894,28,261,1,2022-09-26
895,17,951,1,2022-12-13
896,1,663,-1,2023-03-15
897,11,589,1,2022-08-13
898,50,392,-1,2022-12-20
899,50,787,1,2022-07-05
900,18,696,1,2023-05-11
901,2,200,1,2022-09-10
902,40,642,-1,2022-10-21
